temporada,programa,cancion,artista,j1,j2,j3,j4,publico,bonus,final,total,j5,titulo,autor,especiales,pais,region,ciudad,sexo,edad,categoria
2,10,"Francisco Alegre, de Juanita Reina",María del Monte,12,12,12,12,0,Ángeles,0.0,72,9,Francisco Alegre,Juanita Reina,,España,Andalucía,Sevilla,F,50,Cantante
2,11,"Bailando, de Alaska",María del Monte,8,4,7,5,0,Santiago,0.0,29,0,Bailando,Alaska,,España,Andalucía,Sevilla,F,50,Cantante
2,12,"Luz de luna, de Chavela Vargas",María del Monte,12,12,12,12,0,Ángeles,0.0,70,12,Luz de luna,Chavela Vargas,,España,Andalucía,Sevilla,F,50,Cantante
2,13,"Un ramito de violetas, de Manzanita",María del Monte,7,6,6,6,0,Arturo,0.0,43,8,Un ramito de violetas,Manzanita,,España,Andalucía,Sevilla,F,50,Cantante
2,14,"Búscate un hombre que te quiera e Himno del Sevilla, de El Arrebato",María del Monte,10,8,8,8,0,Daniel,0.0,34,0,Búscate un hombre que te quiera e Himno del Sevilla,El Arrebato,,España,Andalucía,Sevilla,F,50,Cantante
3,1,"Girl on Fire, de Alicia Keys",Edurne,11,12,11,12,0,Santi,0.0,56,0,Girl on Fire,Alicia Keys,,España,Madrid,Madrid,F,28,Cantante
3,2,"Sweet child o' mine, de Axl Rose",Edurne,10,11,8,10,0,Angela,0.0,39,0,Sweet child o' mine,Axl Rose,,España,Madrid,Madrid,F,28,Cantante
3,3,"There Must Be an Angel (Playing with My Heart), de Annie Lennox (Eurythmics)",Edurne,8,12,8,8,0,Xuso,0.0,36,0,There Must Be an Angel (Playing with My Heart),Annie Lennox (Eurythmics),,España,Madrid,Madrid,F,28,Cantante
3,4,"Sin ti no soy nada, de Eva Amaral (Amaral)",Edurne,8,7,9,9,0,Florentino,0.0,33,0,Sin ti no soy nada,Eva Amaral (Amaral),,España,Madrid,Madrid,F,28,Cantante
3,5,"Try, de P!nk",Edurne,12,12,11,12,0,José Manuel,0.0,57,0,Try,P!nk,,España,Madrid,Madrid,F,28,Cantante
3,6,"Cariño trianero, de Carmen Sevilla",Edurne,12,11,11,10,0,José Manuel,0.0,44,0,Cariño trianero,Carmen Sevilla,,España,Madrid,Madrid,F,28,Cantante
3,7,"Waka Waka (Esto es África), de Shakira",Edurne,10,11,10,10,0,Llum,0.0,57,11,Waka Waka (Esto es África),Shakira,,España,Madrid,Madrid,F,28,Cantante
3,8,"Man! I feel like a woman, de Shania Twain",Edurne,11,11,9,12,0,Los Chunguitos,0.0,48,0,Man! I feel like a woman,Shania Twain,,España,Madrid,Madrid,F,28,Cantante
3,9,"Poker face, de Lady Gaga",Edurne,9,11,10,10,0,Xuso,0.0,40,0,Poker face,Lady Gaga,,España,Madrid,Madrid,F,28,Cantante
3,10,"Grace Kelly, de Mika",Edurne,10,10,8,10,0,Santi,0.0,38,0,Grace Kelly,Mika,,España,Madrid,Madrid,F,28,Cantante
3,11,"Knock on wood, de Amii Stewart",Edurne,10,9,8,7,0,Los Chunguitos,0.0,38,0,Knock on wood,Amii Stewart,,España,Madrid,Madrid,F,28,Cantante
3,12,"Bring me to life, de Amy Lee (Evanescence)",Edurne,12,12,11,12,0,Llum,0.0,62,0,Bring me to life,Amy Lee (Evanescence),,España,Madrid,Madrid,F,28,Cantante
3,13,"What's Up?, de Linda Perry (4 Non Blondes)",Edurne,12,12,12,12,0,Melody,0.0,53,0,What's Up?,Linda Perry (4 Non Blondes),,España,Madrid,Madrid,F,28,Cantante
3,14,"Crazy in love, de Beyoncé",Edurne,12,12,12,12,0,Santi,0.0,53,0,Crazy in love,Beyoncé,,España,Madrid,Madrid,F,28,Cantante
3,15,"Bleeding Love, de Leona Lewis",Edurne,10,12,4,5,0,Florentino,0.0,36,0,Bleeding Love,Leona Lewis,,España,Madrid,Madrid,F,28,Cantante
3,16,"Vivo por ella, de Marta Sánchez con Daniel Diges como Andrea Bocelli",Edurne,10,11,11,9,0,Ángela,0.0,46,0,Vivo por ella,Marta Sánchez con Daniel Diges como Andrea Bocelli,,España,Madrid,Madrid,F,28,Cantante
3,17,"Torre de arena, de Marifé de Triana",Edurne,12,12,11,11,0,Melody,0.0,56,0,Torre de arena,Marifé de Triana,,España,Madrid,Madrid,F,28,Cantante
3,1,"Laura no está, de Nek",Xuso Jones,9,11,10,11,0,Edurne,0.0,46,0,Laura no está,Nek,,España,Murcia,Murcia,M,24,Cantante
3,2,"Locked out of heaven, de Bruno Mars",Xuso Jones,8,7,5,4,0,Llum,0.0,24,0,Locked out of heaven,Bruno Mars,,España,Murcia,Murcia,M,24,Cantante
3,3,"Devuélveme a mi chica, de David Summers (Hombres G)",Xuso Jones,10,10,11,12,0,Melody,0.0,48,0,Devuélveme a mi chica,David Summers (Hombres G),,España,Murcia,Murcia,M,24,Cantante
3,4,"Let me entertain you, de Robbie Williams",Xuso Jones,10,8,12,10,0,Santi,0.0,50,0,Let me entertain you,Robbie Williams,,España,Murcia,Murcia,M,24,Cantante
3,5,"Rolling in the deep, de Adele",Xuso Jones,7,8,8,7,0,Florentino,0.0,30,0,Rolling in the deep,Adele,,España,Murcia,Murcia,M,24,Cantante
3,6,"Blurred Lines, de Robin Thicke",Xuso Jones,8,9,12,12,0,José Manuel,0.0,46,0,Blurred Lines,Robin Thicke,,España,Murcia,Murcia,M,24,Cantante
3,7,"Aquí no hay playa, de Bernardo J. Vázquez (The Refrescos)",Xuso Jones,12,8,9,9,0,Ángela,0.0,63,10,Aquí no hay playa,Bernardo J. Vázquez (The Refrescos),,España,Murcia,Murcia,M,24,Cantante
3,8,"This Love, de Adam Levine (Maroon 5)",Xuso Jones,9,10,8,4,0,Los Chunguitos,0.0,31,0,This Love,Adam Levine (Maroon 5),,España,Murcia,Murcia,M,24,Cantante
3,9,"Toxic, de Britney Spears",Xuso Jones,10,7,9,11,0,Llum,0.0,42,0,Toxic,Britney Spears,,España,Murcia,Murcia,M,24,Cantante
3,10,"Impossible, de James Arthur",Xuso Jones,11,12,11,12,0,Santi,0.0,46,0,Impossible,James Arthur,,España,Murcia,Murcia,M,24,Cantante
3,11,"Salomé, de Chayanne",Xuso Jones,8,8,10,11,0,Ángela,0.0,49,0,Salomé,Chayanne,,España,Murcia,Murcia,M,24,Cantante
3,12,"As Long as You Love Me, de Justin Bieber",Xuso Jones,6,11,9,8,0,Edurne,0.0,39,0,As Long as You Love Me,Justin Bieber,,España,Murcia,Murcia,M,24,Cantante
3,13,"Nada cambiará mi amor por ti, de Glenn Medeiros",Xuso Jones,9,10,10,9,0,Melody,0.0,38,0,Nada cambiará mi amor por ti,Glenn Medeiros,,España,Murcia,Murcia,M,24,Cantante
3,14,"Hey ya!, de André 3000 (Outkast)",Xuso Jones,10,11,11,9,0,Florentino,0.0,46,0,Hey ya!,André 3000 (Outkast),,España,Murcia,Murcia,M,24,Cantante
3,15,"No puedo vivir sin ti, de Coque Malla (Los Ronaldos)",Xuso Jones,8,7,5,4,0,José Manuel,0.0,24,0,No puedo vivir sin ti,Coque Malla (Los Ronaldos),,España,Murcia,Murcia,M,24,Cantante
3,16,"You're my heart, you're my soul y Brother Louie, de Thomas Anders con Edu Soto como Dieter Bohlen (Modern Talking)",Xuso Jones,11,9,8,11,0,Llum,0.0,44,0,"You're my heart, you're my soul y Brother Louie",Thomas Anders con Edu Soto como Dieter Bohlen (Modern Talking),,España,Murcia,Murcia,M,24,Cantante
3,17,"Talk dirty, de Jason Derülo",Xuso Jones,7,8,8,8,0,Santi,0.0,31,0,Talk dirty,Jason Derülo,,España,Murcia,Murcia,M,24,Cantante
3,18,"I Don't Want to Miss a Thing, de Steven Tyler (Aerosmith)",Xuso Jones,9,10,11,10,0,Florentino,0.0,40,0,I Don't Want to Miss a Thing,Steven Tyler (Aerosmith),,España,Murcia,Murcia,M,24,Cantante
3,1,"Arrasando, de Thalía",Melody,12,10,12,9,0,Florentino,0.0,43,0,Arrasando,Thalía,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,2,"Aprendiz, de Malú",Melody,12,10,11,12,0,Los Chunguitos,0.0,45,0,Aprendiz,Malú,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,3,"Holding out for a hero, de Bonnie Tyler",Melody,12,11,12,11,0,José Manuel,0.0,71,0,Holding out for a hero,Bonnie Tyler,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,4,"Firework, de Katy Perry",Melody,11,10,8,8,0,Ángela,0.0,37,0,Firework,Katy Perry,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,5,"Todos me miran, de Gloria Trevi",Melody,10,11,10,8,0,Edurne,0.0,39,0,Todos me miran,Gloria Trevi,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,6,"La copa de la vida, de Ricky Martin",Melody,11,12,10,9,0,José Manuel,0.0,42,0,La copa de la vida,Ricky Martin,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,7,"I will survive, de Gloria Gaynor",Melody,11,12,12,12,0,Xuso,0.0,51,4,I will survive,Gloria Gaynor,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,8,"Achilipú, de Dolores Vargas",Melody,12,12,10,8,0,Los Chunguitos,0.0,42,0,Achilipú,Dolores Vargas,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,9,"Quédate conmigo, de Pastora Soler",Melody,8,10,5,6,0,Santi y Florentino,0.0,39,0,Quédate conmigo,Pastora Soler,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,10,"The Shoop Shoop Song (It's in His Kiss), de Cher",Melody,12,11,9,11,0,Los Chunguitos,0.0,43,0,The Shoop Shoop Song (It's in His Kiss),Cher,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,11,"Don't speak, de Gwen Stefani (No Doubt)",Melody,9,10,12,9,0,Xuso,0.0,42,0,Don't speak,Gwen Stefani (No Doubt),,España,Andalucía,Dos Hermanas,F,23,Cantante
3,12,"Clavado en un bar, de Fernando Olvera (Maná)",Melody,7,7,7,6,0,Angela,0.0,27,0,Clavado en un bar,Fernando Olvera (Maná),,España,Andalucía,Dos Hermanas,F,23,Cantante
3,13,"Yo no te pido la luna, de Fiordaliso",Melody,11,11,8,8,0,José Manuel,0.0,53,0,Yo no te pido la luna,Fiordaliso,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,14,"The boy does nothing, de Alesha Dixon",Melody,11,10,10,11,0,Llum,0.0,57,0,The boy does nothing,Alesha Dixon,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,15,"Hijo de la luna, de Ana Torroja (Mecano)",Melody,12,11,6,6,0,Edurne,0.0,40,0,Hijo de la luna,Ana Torroja (Mecano),,España,Andalucía,Dos Hermanas,F,23,Cantante
3,16,"Do What U Want, de Lady Gaga con Angy como Christina Aguilera",Melody,12,12,12,12,0,Florentino,0.0,63,0,Do What U Want,Lady Gaga con Angy como Christina Aguilera,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,17,"Puedes contar conmigo, de Amaia Montero (La Oreja de Van Gogh)",Melody,11,11,10,9,0,Edurne,0.0,46,0,Puedes contar conmigo,Amaia Montero (La Oreja de Van Gogh),,España,Andalucía,Dos Hermanas,F,23,Cantante
3,18,"Señora, de Rocío Jurado",Melody,12,12,10,12,0,Los Chunguitos,0.0,56,0,Señora,Rocío Jurado,,España,Andalucía,Dos Hermanas,F,23,Cantante
3,1,"The best, de Tina Turner",Ángela Carrasco,8,9,7,8,0,Santi,0.0,42,0,The best,Tina Turner,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,3,"Si tú eres mi hombre y yo tu mujer, de Jennifer Rush",Ángela Carrasco,4,4,4,5,0,Melody,0.0,22,0,Si tú eres mi hombre y yo tu mujer,Jennifer Rush,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,4,"El manisero, de Antonio Machín",Ángela Carrasco,12,11,11,11,0,Xuso,0.0,65,0,El manisero,Antonio Machín,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,6,"She Works Hard for the Money, de Donna Summer",Ángela Carrasco,5,5,4,7,0,José Manuel,0.0,21,0,She Works Hard for the Money,Donna Summer,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,7,"La bilirrubina, de Juan Luis Guerra",Ángela Carrasco,6,6,5,6,0,Xuso,0.0,40,7,La bilirrubina,Juan Luis Guerra,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,8,"Qué hiciste, de Jennifer Lopez",Ángela Carrasco,5,5,4,6,0,Los Chunguitos,0.0,20,0,Qué hiciste,Jennifer Lopez,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,9,"Tico tico no fubá y Mamãe eu quero, de Carmen Miranda",Ángela Carrasco,7,9,8,9,0,Melody,0.0,38,0,Tico tico no fubá y Mamãe eu quero,Carmen Miranda,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,10,"Credo, de Elsa Baeza",Ángela Carrasco,6,6,6,9,0,Santi,0.0,32,0,Credo,Elsa Baeza,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,11,"La vida es bella, de Noa",Ángela Carrasco,6,6,5,5,0,Santi,0.0,27,0,La vida es bella,Noa,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,12,"La gota fría, de Carlos Vives",Ángela Carrasco,8,10,8,9,0,Edurne,0.0,45,0,La gota fría,Carlos Vives,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,13,"No rompas más (Mi pobre corazón), de Coyote Dax",Ángela Carrasco,6,9,4,11,0,Los Chunguitos,0.0,30,0,No rompas más (Mi pobre corazón),Coyote Dax,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,14,"Historia de un amor, de Eydie Gormé con Café Quijano como Los Panchos",Ángela Carrasco,7,9,8,6,0,Melody,0.0,35,0,Historia de un amor,Eydie Gormé con Café Quijano como Los Panchos,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,15,"Ayer, de Gloria Estefan",Ángela Carrasco,5,8,12,8,0,Florentino,0.0,33,0,Ayer,Gloria Estefan,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,16,"Corazón contento, de Marisol con Roberto Leal como Palito Ortega",Ángela Carrasco,6,7,5,10,0,Edurne,0.0,33,0,Corazón contento,Marisol con Roberto Leal como Palito Ortega,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,17,"Luna de miel, de Paloma San Basilio",Ángela Carrasco,4,4,4,4,0,Los Chunguitos,0.0,21,0,Luna de miel,Paloma San Basilio,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,18,"Me voy, de Julieta Venegas",Ángela Carrasco,5,5,5,6,0,Los Chunguitos,0.0,21,0,Me voy,Julieta Venegas,,Internacional,República Dominicana,Manzanillo,F,64,Cantante
3,1,"No controles, de Vicky Larraz (Olé Olé)",Llum Barrera,10,7,9,10,0,Ángela,0.0,36,0,No controles,Vicky Larraz (Olé Olé),,España,Baleares,Alcudia,F,45,Humorista
3,2,"Paco, Paco, Paco, de Encarnita Polo",Llum Barrera,11,12,12,11,0,Florentino,0.0,61,0,"Paco, Paco, Paco",Encarnita Polo,,España,Baleares,Alcudia,F,45,Humorista
3,3,"¡Chas! y aparezco a tu lado, de Christina Rosenvinge (Álex y Christina)",Llum Barrera,9,9,9,9,0,Melody,0.0,36,0,¡Chas! y aparezco a tu lado,Christina Rosenvinge (Álex y Christina),,España,Baleares,Alcudia,F,45,Humorista
3,4,"I dreamed a dream, de Susan Boyle",Llum Barrera,9,12,10,6,0,Xuso,0.0,37,0,I dreamed a dream,Susan Boyle,,España,Baleares,Alcudia,F,45,Humorista
3,5,"El tío Calambres, de Luis Aguilé",Llum Barrera,8,10,9,10,0,Edurne,0.0,37,0,El tío Calambres,Luis Aguilé,,España,Baleares,Alcudia,F,45,Humorista
3,6,"Tik Tok, de Ke$ha",Llum Barrera,7,8,8,6,0,José Manuel,0.0,29,0,Tik Tok,Ke$ha,,España,Baleares,Alcudia,F,45,Humorista
3,7,"Cartagena, Pulpa de tamarindo y Me lo dijo Pérez, de Alma María Vaesken (Los 3 Sudamericanos)",Llum Barrera,9,9,8,8,0,Xuso,0.0,47,8,"Cartagena, Pulpa de tamarindo y Me lo dijo Pérez",Alma María Vaesken (Los 3 Sudamericanos),,España,Baleares,Alcudia,F,45,Humorista
3,8,"El Noa-Noa, de Massiel",Llum Barrera,10,8,7,5,0,Los Chunguitos,0.0,30,0,El Noa-Noa,Massiel,,España,Baleares,Alcudia,F,45,Humorista
3,9,"Antes muerta que sencilla, de María Isabel",Llum Barrera,12,12,12,12,0,Ángela,0.0,53,0,Antes muerta que sencilla,María Isabel,,España,Baleares,Alcudia,F,45,Humorista
3,10,Cómo pudiste hacerme esto a mí de Alaska (Alaska y Dinarama/Fangoria),Llum Barrera,9,8,10,8,0,Santi,0.0,35,0,Cómo pudiste hacerme esto a mí,Alaska (Alaska y Dinarama/Fangoria),,España,Baleares,Alcudia,F,45,Humorista
3,11,"Boys don't cry, de Robert Smith (The Cure)",Llum Barrera,5,7,7,12,0,Xuso,0.0,31,0,Boys don't cry,Robert Smith (The Cure),,España,Baleares,Alcudia,F,45,Humorista
3,12,"Amigo conductor, de Perlita de Huelva",Llum Barrera,11,6,10,11,0,Edurne,0.0,48,0,Amigo conductor,Perlita de Huelva,,España,Baleares,Alcudia,F,45,Humorista
3,13,"Irressistible/Ouragan, de Estefanía de Mónaco",Llum Barrera,7,7,9,10,0,Santi,0.0,38,0,Irressistible/Ouragan,Estefanía de Mónaco,,España,Baleares,Alcudia,F,45,Humorista
3,14,"Rufino, de Luz Casal",Llum Barrera,8,6,9,10,0,Melody,0.0,38,0,Rufino,Luz Casal,,España,Baleares,Alcudia,F,45,Humorista
3,15,"Like a prayer, de Madonna",Llum Barrera,11,10,11,11,0,Florentino,0.0,48,0,Like a prayer,Madonna,,España,Baleares,Alcudia,F,45,Humorista
3,16,"All the things she said, de Julia Volkova con Carolina Ferre como Lena Katina (t.A.T.u)",Llum Barrera,9,10,9,8,0,Los Chunguitos,0.0,41,0,All the things she said,Julia Volkova con Carolina Ferre como Lena Katina (t.A.T.u),,España,Baleares,Alcudia,F,45,Humorista
3,17,"Flashdance... What a Feeling, de Irene Cara",Llum Barrera,5,6,6,5,0,Santi,0.0,22,0,Flashdance... What a Feeling,Irene Cara,,España,Baleares,Alcudia,F,45,Humorista
3,18,"Hopelessly devoted to you, de Olivia Newton-John (Grease)",Llum Barrera,7,7,7,9,0,José Manuel,0.0,35,0,Hopelessly devoted to you,Olivia Newton-John (Grease),,España,Baleares,Alcudia,F,45,Humorista
3,1,"Veo, veo, de Teresa Rabal",Santi Rodríguez,6,6,8,5,0,Xuso,0.0,35,0,"Veo, veo",Teresa Rabal,,España,Andalucía,Málaga,M,48,Humorista
3,2,"I know you want me, de Pitbull",Santi Rodríguez,9,6,9,6,0,Llum,0.0,30,0,I know you want me,Pitbull,,España,Andalucía,Málaga,M,48,Humorista
3,3,"El ritmo del garaje, de Loquillo",Santi Rodríguez,11,8,10,10,0,Melody,0.0,39,0,El ritmo del garaje,Loquillo,,España,Andalucía,Málaga,M,48,Humorista
3,4,"Mi limón, mi limonero, de Henry Stephen",Santi Rodríguez,6,6,7,7,0,Ángela,0.0,31,0,"Mi limón, mi limonero",Henry Stephen,,España,Andalucía,Málaga,M,48,Humorista
3,5,"Toda, de Jesulín de Ubrique",Santi Rodríguez,6,6,7,9,0,Florentino,0.0,28,0,Toda,Jesulín de Ubrique,,España,Andalucía,Málaga,M,48,Humorista
3,6,"Time goes by con Loli, de La Terremoto de Alcorcón",Santi Rodríguez,4,4,5,5,0,José Manuel,0.0,18,0,Time goes by con Loli,La Terremoto de Alcorcón,,España,Andalucía,Málaga,M,48,Humorista
3,7,"Eva María y Vacaciones de verano, de Paco Pastor (Fórmula V)",Santi Rodríguez,4,4,6,5,0,Ángela,0.0,29,5,Eva María y Vacaciones de verano,Paco Pastor (Fórmula V),,España,Andalucía,Málaga,M,48,Humorista
3,8,"La culpa fue del cha-cha-cha, de Jaime Urrutia (Gabinete Caligari)",Santi Rodríguez,7,6,11,10,0,Edurne,0.0,34,0,La culpa fue del cha-cha-cha,Jaime Urrutia (Gabinete Caligari),,España,Andalucía,Málaga,M,48,Humorista
3,9,"Dame veneno y Me sabe a humo, de Los Chunguitos",Santi Rodríguez,11,6,11,5,0,Los Chunguitos,0.0,43,0,Dame veneno y Me sabe a humo,Los Chunguitos,,España,Andalucía,Málaga,M,48,Humorista
3,10,"Ma quale idea, de Pino D'Angiò",Santi Rodríguez,7,9,12,7,0,Ángela,0.0,70,0,Ma quale idea,Pino D'Angiò,,España,Andalucía,Málaga,M,48,Humorista
3,11,"Morena mía, de Miguel Bosé",Santi Rodríguez,12,12,11,8,0,Edurne,0.0,45,0,Morena mía,Miguel Bosé,,España,Andalucía,Málaga,M,48,Humorista
3,12,"Carolina, de Carlos Tarque (M Clan)",Santi Rodríguez,9,8,6,7,0,José Manuel,0.0,30,0,Carolina,Carlos Tarque (M Clan),,España,Andalucía,Málaga,M,48,Humorista
3,13,"Hasiendo el amor, de Dinio",Santi Rodríguez,10,5,6,4,0,Llum,0.0,30,0,Hasiendo el amor,Dinio,,España,Andalucía,Málaga,M,48,Humorista
3,14,"La Lola, de Manuel Quijano (Café Quijano)",Santi Rodríguez,4,7,7,5,0,Xuso,0.0,28,0,La Lola,Manuel Quijano (Café Quijano),,España,Andalucía,Málaga,M,48,Humorista
3,15,"Cuanto más acelero, de Javi Cantero",Santi Rodríguez,6,5,10,9,0,Florentino,0.0,30,0,Cuanto más acelero,Javi Cantero,,España,Andalucía,Málaga,M,48,Humorista
3,16,"La lista de la compra, de Lichis (La Cabra Mecánica) con Loles León como María Jiménez",Santi Rodríguez,4,6,7,4,0,Melody,0.0,21,0,La lista de la compra,Lichis (La Cabra Mecánica) con Loles León como María Jiménez,,España,Andalucía,Málaga,M,48,Humorista
3,17,"In the Ghetto, de El Príncipe Gitano",Santi Rodríguez,9,10,12,12,0,Los Chunguitos,0.0,58,0,In the Ghetto,El Príncipe Gitano,,España,Andalucía,Málaga,M,48,Humorista
3,18,"Mucho mejor, de Andrés Calamaro (Los Rodríguez)",Santi Rodríguez,10,9,6,7,0,Llum,0.0,32,0,Mucho mejor,Andrés Calamaro (Los Rodríguez),,España,Andalucía,Málaga,M,48,Humorista
3,1,"Me encanta, de Mario Vaquerizo (Nancys Rubias)",Florentino Fernández,7,5,6,7,0,Los Chunguitos,0.0,30,0,Me encanta,Mario Vaquerizo (Nancys Rubias),,España,Madrid,Madrid,M,41,Humorista
3,2,"Por ti volaré, de Andrea Bocelli",Florentino Fernández,6,8,10,7,0,Llum,0.0,41,0,Por ti volaré,Andrea Bocelli,,España,Madrid,Madrid,M,41,Humorista
3,3,"Simply Irresistible, de Robert Palmer",Florentino Fernández,7,7,7,7,0,José Manuel,0.0,28,0,Simply Irresistible,Robert Palmer,,España,Madrid,Madrid,M,41,Humorista
3,4,Agradecido de Rosendo,Florentino Fernández,7,9,6,12,0,Ángela,0.0,39,0,Agradecido,Rosendo,,España,Madrid,Madrid,M,41,Humorista
3,5,"El chow chow y Que güeno que estoy, de El Sevilla (Mojinos Escozíos)",Florentino Fernández,11,7,12,11,0,Los Chunguitos,0.0,61,0,El chow chow y Que güeno que estoy,El Sevilla (Mojinos Escozíos),,España,Madrid,Madrid,M,41,Humorista
3,6,"Sweet Dreams (Are Made of This), de Marilyn Manson",Florentino Fernández,9,10,9,11,0,José Manuel,0.0,39,0,Sweet Dreams (Are Made of This),Marilyn Manson,,España,Madrid,Madrid,M,41,Humorista
3,7,"El camaleón, Saltando sin parar y La bomba, de King África",Florentino Fernández,8,10,11,11,0,Santi,0.0,52,12,"El camaleón, Saltando sin parar y La bomba",King África,,España,Madrid,Madrid,M,41,Humorista
3,8,"Rata de dos patas, de Paquita la del Barrio",Florentino Fernández,8,9,6,7,0,Los Chunguitos,0.0,30,0,Rata de dos patas,Paquita la del Barrio,,España,Madrid,Madrid,M,41,Humorista
3,9,"Dame veneno y Me sabe a humo, de Los Chunguitos",Florentino Fernández,11,6,11,5,0,Los Chunguitos,0.0,43,0,Dame veneno y Me sabe a humo,Los Chunguitos,,España,Madrid,Madrid,M,41,Humorista
3,10,"El probe Miguel, de Esperanza la del Maera (Triana Pura)",Florentino Fernández,8,7,7,5,0,Santi,0.0,27,0,El probe Miguel,Esperanza la del Maera (Triana Pura),,España,Madrid,Madrid,M,41,Humorista
3,11,"El príncipe de Bel-Air y Gettin' Jiggy With It, de Will Smith",Florentino Fernández,7,11,9,10,0,Xuso,0.0,42,0,El príncipe,"Bel-Air y Gettin' Jiggy With It, de Will Smith",,España,Madrid,Madrid,M,41,Humorista
3,12,"The Fox, de Bård Ylvisåker con Miki Nadal como Vegard Ylvisåker (Ylvis)",Florentino Fernández,5,5,5,5,0,Xuso,0.0,20,0,The Fox,Bård Ylvisåker con Miki Nadal como Vegard Ylvisåker (Ylvis),,España,Madrid,Madrid,M,41,Humorista
3,13,"Born to be alive, de Patrick Hernández",Florentino Fernández,8,6,11,7,0,Edurne,0.0,32,0,Born to be alive,Patrick Hernández,,España,Madrid,Madrid,M,41,Humorista
3,14,"Don't leave me this way, de Jimmy Sommerville",Florentino Fernández,9,8,5,8,0,Ángela,0.0,35,0,Don't leave me this way,Jimmy Sommerville,,España,Madrid,Madrid,M,41,Humorista
3,15,"Cuban Pete, de Jim Carrey (La Máscara)",Florentino Fernández,9,9,8,7,0,Llum,0.0,58,0,Cuban Pete,Jim Carrey (La Máscara),,España,Madrid,Madrid,M,41,Humorista
3,16,"La yenka y Super disco chino, de Enrique del Pozo con Anna Simon como Ana Anguita (Enrique y Ana)",Florentino Fernández,8,4,10,7,0,Melody,0.0,34,0,La yenka y Super disco chino,Enrique del Pozo con Anna Simon como Ana Anguita (Enrique y Ana),,España,Madrid,Madrid,M,41,Humorista
3,17,"Fuck You!, de Cee Lo Green",Florentino Fernández,6,7,7,6,0,Edurne,0.0,26,0,Fuck You!,Cee Lo Green,,España,Madrid,Madrid,M,41,Humorista
3,18,"With a little help from my friends, de Joe Cocker con Las Supremas de Móstoles como coristas",Florentino Fernández,11,11,12,11,0,Melody,0.0,50,0,With a little help from my friends,Joe Cocker con Las Supremas de Móstoles como coristas,,España,Madrid,Madrid,M,41,Humorista
3,1,"Sex Bomb, de Tom Jones",José Manuel Soto,5,8,4,6,0,Edurne,0.0,23,0,Sex Bomb,Tom Jones,,España,Andalucía,El Carpio,M,53,Cantante
3,2,"El emigrante, de Juanito Valderrama",José Manuel Soto,5,5,7,8,0,Los Chunguitos,0.0,25,0,El emigrante,Juanito Valderrama,,España,Andalucía,El Carpio,M,53,Cantante
3,3,"Santa Lucía, de Miguel Ríos",José Manuel Soto,5,5,5,4,0,Ángela,0.0,29,0,Santa Lucía,Miguel Ríos,,España,Andalucía,El Carpio,M,53,Cantante
3,4,"Te he echado de menos, de Pablo Alborán",José Manuel Soto,5,5,5,5,0,Ángela,0.0,25,0,Te he echado de menos,Pablo Alborán,,España,Andalucía,El Carpio,M,53,Cantante
3,5,"Candle in the wind, de Elton John",José Manuel Soto,5,5,5,5,0,Florentino,0.0,30,0,Candle in the wind,Elton John,,España,Andalucía,El Carpio,M,53,Cantante
3,6,"Opá, yo viazé un corrá, de El Koala",José Manuel Soto,10,7,7,8,0,Xuso,0.0,72,0,"Opá, yo viazé un corrá",El Koala,,España,Andalucía,El Carpio,M,53,Cantante
3,7,"A-ba-ni-bi, de El Chaval de la Peca",José Manuel Soto,7,7,7,7,0,Los Chunguitos,0.0,37,9,A-ba-ni-bi,El Chaval de la Peca,,España,Andalucía,El Carpio,M,53,Cantante
